sensor_id,timestamp,humidity,reindexed_id,sin_hour,cos_hour,sin_day,cos_day,sin_month,cos_month
1,0.0,199.1,1,0.0,1.0,0.0,1.0,0.0,1.0
1,0.01,199.1,1,-0.5440211108893698,-0.8390715290764524,0.009999833334166664,0.9999500004166653,0.0001666666658950617,0.9999999861111112
1,0.02,199.1,1,0.9129452507276277,0.40808206181339196,0.01999866669333308,0.9998000066665778,0.00033333332716049385,0.999999944444445
1,0.03,199.1,1,-0.9880316240928618,0.15425144988758405,0.02999550020249566,0.9995500337489875,0.0004999999791666669,0.9999998750000026
1,0.04,199.1,1,0.7451131604793488,-0.6669380616522619,0.03998933418663416,0.9992001066609779,0.0006666666172839517,0.999999777777786
1,0.05,199.1,1,-0.26237485370392877,0.9649660284921133,0.04997916927067833,0.9987502603949663,0.0008333332368827194,0.9999996527777979
1,0.06,199.1,1,-0.3048106211022167,-0.9524129804151563,0.059964006479444595,0.9982005399352042,0.0009999998333333417,0.9999995000000417
1,0.07,199.1,1,0.7738906815578891,0.6333192030862999,0.06994284733753277,0.9975510002532796,0.001166666402006191,0.9999993194445216
1,0.08,199.1,1,-0.9938886539233752,-0.11038724383904756,0.0799146939691727,0.9968017063026194,0.00133333293827164,0.9999991111112428
1,0.09,199.1,1,0.8939966636005579,-0.4480736161291701,0.08987854919801104,0.9959527330119943,0.0014999994375000632,0.9999988750002109
1,0.1,199.1,1,-0.5063656411097588,0.8623188722876839,0.09983341664682815,0.9950041652780258,0.0016666658950618357,0.9999986111114326
1,0.11,199.1,1,-0.044242678085070965,-0.999020813314648,0.10977830083717481,0.9939560979566968,0.001833332306327333,0.9999983194449151
1,0.12,199.1,1,0.5806111842123143,0.8141809705265618,0.11971220728891936,0.9928086358538663,0.0019999986666669333,0.9999980000006666
1,0.13,199.1,1,-0.9301059501867618,-0.3672913304546965,0.12963414261969486,0.9915618937147881,0.002166664971451015,0.999997652778696
1,0.14,196.68,1,0.9802396594403116,-0.19781357400426822,0.1395431146442365,0.9902159962126371,0.0023333312160499593,0.9999972777790128
1,0.15,196.68,1,-0.7148764296291646,0.6992508064783751,0.14943813247359922,0.9887710779360422,0.002499997395834147,0.9999968750016276
1,0.16,196.68,1,0.21942525837900473,-0.9756293127952373,0.15931820661424598,0.9872272833756269,0.002666663506173963,0.9999964444465514
1,0.17,194.15,1,0.3466494554970303,0.9379947521194415,0.16918234906699603,0.9855847669095608,0.0028333295424397935,0.9999959861137964
1,0.18,194.15,1,-0.8011526357338304,-0.5984600690578581,0.17902957342582418,0.9838436927881214,0.002999995500002025,0.999995500003375
1,0.19,194.15,1,0.9977992786806003,0.06630685835171127,0.18885889497650057,0.9820042351172703,0.0031666613742310484,0.9999949861153009
1,0.2,191.73,1,-0.8732972972139946,0.4871876750070059,0.19866933079506122,0.9800665778412416,0.0033333271604972566,0.9999944444495885
1,0.21,194.15,1,0.46771851834275896,-0.8838774731823718,0.20845989984609956,0.9780309147241483,0.0034999928541710437,0.9999938750062526
1,0.22,191.73,1,0.08839871248753149,0.9960851708717215,0.21822962308086932,0.9758974493306055,0.003666658450622807,0.9999932777853091
1,0.23,191.73,1,-0.6160642040533645,-0.787695941645058,0.2279775235351884,0.9736663950053749,0.0038333239452229472,0.9999926527867747
1,0.24,191.73,1,0.9454451549211168,0.32578130553514806,0.23770262642713458,0.9713379748520296,0.003999989333341867,0.9999920000106667
1,0.25,191.73,1,-0.9705280195418053,0.24098830528525864,0.24740395925452294,0.9689124217106447,0.004166654610349972,0.9999913194570031
1,0.26,191.73,1,0.6832397038158508,-0.7301941571456378,0.2570805518921551,0.9663899781345132,0.004333319771617671,0.999990611125803
1,0.27,191.73,1,-0.1760459464712114,0.9843819506325049,0.26673143668883115,0.9637708963658905,0.004499984812515378,0.9999898750170859
1,0.28,189.31,1,-0.3878094208292295,-0.9217395798793158,0.27635564856411376,0.9610554383107709,0.004666649728413506,0.9999891111308724
1,0.29,189.31,1,0.8268456339220814,0.5624289267667438,0.28595222510483553,0.9582438755126972,0.004833314514682475,0.9999883194671837
1,0.3,191.73,1,-0.9997558399011495,-0.022096619278683942,0.29552020666133955,0.955336489125606,0.004999979166692708,0.9999875000260416
1,0.31,191.73,1,0.8508876886558596,-0.5253476385155728,0.3050586364434435,0.9523335698857134,0.005166643679814632,0.9999866528074691
1,0.32,191.73,1,-0.42815542808445156,0.903705111970614,0.31456656061611776,0.9492354180824408,0.005333308049418675,0.9999857778114897
1,0.33,194.15,1,-0.13238162920545193,-0.9911988217552068,0.32404302839486837,0.946042343528387,0.005499972270875274,0.9999848750381276
1,0.34,196.68,1,0.6503107401625525,0.7596683100072248,0.3334870921408144,0.9427546655283462,0.005666636339554865,0.9999839444874079
1,0.35,199.1,1,-0.9589328250406132,-0.28363327918216646,0.34289780745545134,0.9393727128473789,0.00583330025082789,0.9999829861593564
1,0.36,203.94,1,0.9589157234143065,-0.2836910914865273,0.35227423327508994,0.9358968236779348,0.0059999640000648,0.999982000054
1,0.37,208.78,1,-0.6502649395607762,0.759707515020103,0.361615431964962,0.9323273456060345,0.006166627582636043,0.9999809861713657
1,0.38,216.04,1,0.13232187086982847,-0.9912068010710522,0.3709204694129827,0.9286646355765102,0.006333290993912074,0.9999799445114819
1,0.39,220.88,1,0.42820991051876856,0.9036792973912307,0.3801884151231614,0.924909059857313,0.006499954229263358,0.9999788750743775
1,0.4,228.58,1,-0.8509193596391765,-0.525296338642536,0.3894183423086505,0.9210609940028851,0.006666617284060357,0.9999777778600821
1,0.41,238.92,1,0.9997545059076306,-0.022156893225121342,0.3986093279844229,0.9171208228166051,0.006833280153673542,0.9999766528686265
1,0.42,246.73,1,-0.8268117243068012,0.5624787751985085,0.40776045305957015,0.9130889403123083,0.006999942833473391,0.9999755001000415
1,0.43,254.43,1,0.38775384963726117,-0.921762958732604,0.41687080242921076,0.9089657496748851,0.007166605318830384,0.9999743195543594
1,0.44,262.24,1,0.176105293265966,0.9843713352610934,0.4259394650659996,0.9047516632199634,0.007333267605115008,0.9999731112316129
1,0.45,267.41,1,-0.6832837250355235,-0.7301529641805058,0.43496553411123023,0.9004471023526769,0.0074999296876977544,0.9999718751318357
1,0.46,275.22,1,0.970542546651256,0.24092979296818903,0.4439481069655198,0.8960524975255252,0.00766659156194912,0.9999706112550619
1,0.47,280.39,1,-0.9454255122693237,0.3258383046087229,0.4528862853790683,0.891568288195329,0.00783325322323961,0.9999693196013268
1,0.48,285.45,1,0.6160167137641636,-0.7877330819276289,0.46177917554148284,0.8869949227792842,0.007999914666939733,0.9999680001706663
1,0.49,290.62,1,-0.08833865964017233,0.9960904985055212,0.470625888171158,0.8823328586101215,0.008166575888420003,0.9999666529631169
1,0.5,295.68,1,-0.46777180532247614,-0.883849273431478,0.479425538604203,0.8775825618903728,0.008333236883050947,0.9999652779787161
1,0.51,298.21,1,0.8733266675417377,0.4871350241570022,0.4881772468829075,0.8727445076457513,0.008499897646203087,0.9999638752175021
1,0.52,300.85,1,-0.9977952793125009,0.06636701425925702,0.49688013784373675,0.8678191796776499,0.00866655817324696,0.9999624446795138
1,0.53,303.38,1,0.8011165538942744,-0.5985083684265092,0.5055333412048469,0.862807070514761,0.008833218459553106,0.999960986364791
1,0.54,300.85,1,-0.34659290437655327,0.9380156494621107,0.5141359916531131,0.8577086813638242,0.008999878500492076,0.9999595002733742
1,0.55,300.85,1,-0.219484077409708,-0.9756160821571205,0.5226872289306592,0.8525245220595057,0.009166538291434417,0.9999579864053048
1,0.56,300.85,1,0.7149185852567496,0.6992077062321952,0.5311861979208834,0.8472551110134161,0.009333197827750698,0.9999564447606246
1,0.57,298.21,1,-0.9802515835834019,-0.19775447626345347,0.5396320487339692,0.8419009751622687,0.009499857104811483,0.9999548753393765
1,0.58,290.62,1,0.9300838049771285,-0.3673474046720173,0.5480239367918736,0.8364626499151869,0.009666516117987347,0.9999532781416043
1,0.59,282.92,1,-0.5805620972394064,0.8142159733442853,0.5563610229127838,0.8309406791001636,0.00983317486264888,0.9999516531673521
1,0.6,272.58,1,0.044182448331873195,-0.9990234788329058,0.5646424733950354,0.8253356149096783,0.009999833334166664,0.9999500004166653
1,0.61,262.24,1,0.506417628279074,0.862288342590921,0.5728674601004813,0.8196480178454796,0.010166491527911301,0.9999483198895895
1,0.62,246.73,1,-0.8940236757546596,-0.4480197174122222,0.5810351605373051,0.8138784566625339,0.010333149439253397,0.9999466115861717
1,0.63,228.58,1,0.9938819970129513,-0.11044716389997422,0.5891447579422695,0.8080275083121519,0.010499807063563566,0.999944875506459
1,0.64,208.78,1,-0.773852498155771,0.63336585880364,0.5971954413623921,0.8020957578842925,0.010666464396212426,0.9999431116505
